id-col,tweet_id,screen_name,tweet,polaridade,words,filtered,tf,features,label,rawPrediction,probability,prediction
222,1083007907459985408,InvestingBrasil,"Após aval para operar usinas solar em MG, ações da Engie têm nova valorização - https://t.co/GLF4ggEYjg",1,"['após', 'aval', 'para', 'operar', 'usinas', 'solar', 'em', 'mg,', 'ações', 'da', 'engie', 'têm', 'nova', 'valorização', '-', 'https://t.co/glf4ggeyjg']","['após', 'aval', 'para', 'operar', 'usinas', 'solar', 'em', 'mg,', 'ações', 'da', 'engie', 'têm', 'nova', 'valorização', '-', 'https://t.co/glf4ggeyjg']","(65536,[3058,4469,6046,8124,22115,29126,31045,33536,43501,45531,46257,52323,58033,61211,63482,63774],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[3058,4469,6046,8124,22115,29126,31045,33536,43501,45531,46257,52323,58033,61211,63482,63774],[5.58724865840025,3.189353385601879,6.057252287645985,0.0,5.36410510708604,1.9204870095399322,5.720780051024772,0.0,3.929020581796717,1.314060803760519,1.0492872221056082,2.7763410718583317,1.766792846497594,0.0,5.87493073085203,0.0])",1.0,"[-400.23893257791,-338.5135796455093,-405.5282299218486,-500.6719417815361,-501.0707730825169,-501.0520778270095,-501.0954719877782,-499.89622170591815,-501.0537593745437,-501.0721335800465,-494.94528796214587,-499.2588796125417,-499.0006276619688,-500.33391142031286,-501.0520778270095,-501.0568695543085]","[1.5596237065871083e-27,1.0,7.8687759249895e-30,3.762860602018139e-71,2.5252704491595786e-71,2.572925095341701e-71,2.4636629839157674e-71,8.173519031684056e-71,2.568602235058109e-71,2.521837160971501e-71,1.15497420103557e-68,1.545977725988554e-70,2.0015232048714728e-70,5.2762194488024005e-71,2.572925095341701e-71,2.5606258308181248e-71]",1.0
223,1083120756312207361,InvestingBrasil,"Crescimento econômico e juros baixos vão beneficiar a B3, diz Moody’s - https://t.co/aMPtHgAez4",1,"['crescimento', 'econômico', 'e', 'juros', 'baixos', 'vão', 'beneficiar', 'a', 'b3,', 'diz', 'moody’s', '-', 'https://t.co/ampthgaez4']","['crescimento', 'econômico', 'e', 'juros', 'baixos', 'vão', 'beneficiar', 'b3,', 'diz', 'moody’s', '-', 'https://t.co/ampthgaez4']","(65536,[2756,8526,11763,17222,17641,32749,43363,45531,48465,53569,56529,59477],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2756,8526,11763,17222,17641,32749,43363,45531,48465,53569,56529,59477],[3.492302930184448,6.057252287645985,5.181783550292085,1.5182219041624387,0.0,5.36410510708604,0.0,1.314060803760519,4.140329675463924,0.0,0.0,0.0])",1.0,"[-212.80185653541295,-220.4140005576833,-246.89461536507736,-306.7848156609529,-307.18625011505577,-307.1748910108424,-305.79909851047756,-307.1936212917587,-307.1759127071585,-307.18707674367374,-304.6937584864594,-307.177836095172,-307.1790424072259,-307.1959676903071,-307.1748910108424,-307.177802430252]","[0.9995058336273721,0.0004941663726262664,1.5613069777273928e-15,1.5258252308814245e-41,1.0213251436922324e-41,1.0329926230385255e-41,4.088804173465883e-41,1.0138244540034842e-41,1.0319377572489994e-41,1.0204812359474031e-41,1.2349215924902095e-40,1.0299548480991806e-41,1.0287131502390593e-41,1.011448406443667e-41,1.0329926230385255e-41,1.0299895220304009e-41]",0.0
224,1083151585654525952,infomoney,A mais citada pelos especialistas foi a Petrobras. Mas temos outras 15 opções bem interessantes para você fugir da manada. https://t.co/lgrIFe9bE8,1,"['a', 'mais', 'citada', 'pelos', 'especialistas', 'foi', 'a', 'petrobras.', 'mas', 'temos', 'outras', '15', 'opções', 'bem', 'interessantes', 'para', 'você', 'fugir', 'da', 'manada.', 'https://t.co/lgrife9be8']","['mais', 'citada', 'pelos', 'especialistas', 'foi', 'petrobras.', 'mas', 'temos', 'outras', '15', 'opções', 'bem', 'interessantes', 'para', 'você', 'fugir', 'da', 'manada.', 'https://t.co/lgrife9be8']","(65536,[2468,7429,8544,8660,9608,9647,9905,17566,22115,28556,29126,31515,40855,41052,41399,45197,46257,47694,53756],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2468,7429,8544,8660,9608,9647,9905,17566,22115,28556,29126,31515,40855,41052,41399,45197,46257,47694,53756],[4.23270299559494,0.0,4.894101477840304,5.58724865840025,0.0,4.531195984150935,0.0,0.0,5.36410510708604,6.280395838960195,1.9204870095399322,0.0,0.0,3.696398286527964,2.8383764627777843,0.0,1.0492872221056082,0.0,0.0])",1.0,"[-338.79328721759504,-317.62105597200946,-382.889375190084,-454.5851542173546,-454.9846042853849,-454.9676528261418,-451.1892426168689,-453.80892132040043,-454.969177527662,-454.98583788277614,-451.7577985316827,-454.972047844978,-452.9155653582495,-454.2462508267238,-454.9676528261418,-454.9719976060235]","[6.382881771611511e-10,0.9999999993617119,4.5115847523104096e-29,3.2903940632196197e-60,2.2068303728672334e-60,2.2445582357271487e-60,9.819142935867926e-59,7.15091435689904e-60,2.2411385620262283e-60,2.2041097111219376e-60,5.560999878390702e-59,2.2347150064356133e-60,1.7471940476524868e-59,4.6177645496889034e-60,2.2445582357271487e-60,2.234827279001443e-60]",1.0
225,1083342591385587712,InvestingBrasil,Cemig salta mais de 2% com Zema anunciado envio de projeto de privatização - https://t.co/3DbZsGul4W,1,"['cemig', 'salta', 'mais', 'de', '2%', 'com', 'zema', 'anunciado', 'envio', 'de', 'projeto', 'de', 'privatização', '-', 'https://t.co/3dbzsgul4w']","['cemig', 'salta', 'mais', 'de', '2%', 'com', 'zema', 'anunciado', 'envio', 'de', 'projeto', 'de', 'privatização', '-', 'https://t.co/3dbzsgul4w']","(65536,[8055,8717,9059,12664,18750,19283,24298,36449,37610,41399,45531,48512,62466],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8055,8717,9059,12664,18750,19283,24298,36449,37610,41399,45531,48512,62466],[4.299394370093611,1.9046388172999087,5.027632870464827,0.0,5.87493073085203,5.268794927281715,0.0,1.325810382936343,0.0,2.8383764627777843,1.314060803760519,0.0,5.268794927281715])",1.0,"[-297.16898674499134,-251.8659888408729,-279.6688913276506,-373.93345895631205,-373.49431627287976,-374.32009204151797,-369.6949229888694,-374.3430117699613,-374.3213422631362,-373.8497737492165,-373.2463805892946,-374.3236958600287,-374.32517199083617,-364.1893369523774,-374.32009204151797,-374.32365466519406]","[2.1142580681655388e-20,0.999999999999158,8.420790623668827e-13,9.69999050107715e-54,1.5048338548776908e-53,6.589594546367874e-54,6.722705567325302e-52,6.4402804840335e-54,6.581361240611353e-54,1.0546669399336246e-53,1.9282602668593278e-53,6.56588958341134e-54,6.556204621412769e-54,1.6542065124778143e-49,6.589594546367874e-54,6.566160069718253e-54]",1.0
226,1083344716907900933,InvestingBrasil,"Com China e queda do minério, ações da Vale iniciam quinta-feira com perdas - https://t.co/BwHkEoRj1j",-1,"['com', 'china', 'e', 'queda', 'do', 'minério,', 'ações', 'da', 'vale', 'iniciam', 'quinta-feira', 'com', 'perdas', '-', 'https://t.co/bwhkeorj1j']","['com', 'china', 'e', 'queda', 'minério,', 'ações', 'da', 'vale', 'iniciam', 'quinta-feira', 'com', 'perdas', '-', 'https://t.co/bwhkeorj1j']","(65536,[1769,4469,8717,9530,17222,29184,30119,45401,45531,46257,54306,55291,57750],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[1769,4469,8717,9530,17222,29184,30119,45401,45531,46257,54306,55291,57750],[5.720780051024772,3.189353385601879,3.8092776345998174,0.0,1.5182219041624387,2.473733349189875,6.057252287645985,0.0,1.314060803760519,1.0492872221056082,4.622167762356662,3.7954891891721947,0.0])",2.0,"[-284.0952010367587,-281.0417335021627,-245.69314715448098,-378.6713827452449,-379.0718520411896,-379.0577729485855,-377.68829390103576,-374.8139383806139,-375.9786725420057,-379.0728766097332,-372.31522443576296,-379.0614232465513,-379.06291841543066,-378.33104130786677,-379.0577729485855,-375.9810147677595]","[2.0999062452654786e-17,4.449426182999064e-16,0.9999999999999996,1.7712753128807815e-58,1.186764274904393e-58,1.2035910136867685e-58,4.734085856640779e-58,8.385961640671587e-57,2.6164669441478027e-57,1.1855489762443098e-58,1.0203062561839313e-55,1.1992055568395152e-58,1.1974138817731878e-58,2.4893988117701374e-58,1.2035910136867685e-58,2.6103457592840626e-57]",2.0
227,1083352923344646144,InvestingBrasil,Suzano recua após emissão de ações para acionistas da Fibria - https://t.co/JjvATROgVO,-1,"['suzano', 'recua', 'após', 'emissão', 'de', 'ações', 'para', 'acionistas', 'da', 'fibria', '-', 'https://t.co/jjvatrogvo']","['suzano', 'recua', 'após', 'emissão', 'de', 'ações', 'para', 'acionistas', 'da', 'fibria', '-', 'https://t.co/jjvatrogvo']","(65536,[4248,4469,9862,14145,14497,29126,36449,45531,46257,49991,51617,52323],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[4248,4469,9862,14145,14497,29126,36449,45531,46257,49991,51617,52323],[3.589152756174366,3.189353385601879,0.0,3.977810745966149,4.334485689904882,1.9204870095399322,0.44193679431211436,1.314060803760519,1.0492872221056082,5.469465622743866,4.958639998977875,2.7763410718583317])",2.0,"[-249.370716901039,-266.22350550448306,-264.4023631172264,-372.80869300952037,-372.92934915489957,-373.19538375400134,-372.9476564343776,-372.03155016166,-373.19663014773175,-373.0485062317335,-368.87661831079356,-373.1989765384578,-371.1421654550258,-372.30649730171746,-373.19538375400134,-373.1989354697522]","[0.9999996556616029,4.796525473770666e-08,2.9637314233769146e-07,2.4635873716874864e-54,2.183572776254575e-54,1.673517710256266e-54,2.1439611956510095e-54,5.358914397123305e-54,1.6714331476372226e-54,1.9382884601626287e-54,1.2567425324222502e-52,1.6675159098827342e-54,1.3041624452959722e-53,4.070697157934636e-54,1.673517710256266e-54,1.6675843940090336e-54]",0.0
228,1083680422888845312,InvestingBrasil,Bolsonaro diz que oficial da reserva da Marinha será novo gerente de inteligência e segurança da Petrobras - https://t.co/g3w66N0D34,1,"['bolsonaro', 'diz', 'que', 'oficial', 'da', 'reserva', 'da', 'marinha', 'será', 'novo', 'gerente', 'de', 'inteligência', 'e', 'segurança', 'da', 'petrobras', '-', 'https://t.co/g3w66n0d34']","['bolsonaro', 'diz', 'que', 'oficial', 'da', 'reserva', 'da', 'marinha', 'será', 'novo', 'gerente', 'de', 'inteligência', 'e', 'segurança', 'da', 'petrobras', '-', 'https://t.co/g3w66n0d34']","(65536,[1873,2756,6399,13028,16372,17222,21725,28851,36449,41904,45531,46257,46859,48164,50044,53819,65422],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0])","(65536,[1873,2756,6399,13028,16372,17222,21725,28851,36449,41904,45531,46257,46859,48164,50044,53819,65422],[0.0,3.492302930184448,5.87493073085203,0.0,0.0,1.5182219041624387,0.0,4.055772287435861,0.44193679431211436,3.3626251068759156,1.314060803760519,3.1478616663168246,0.0,3.2123429038265776,6.280395838960195,4.958639998977875,2.7394365149228808])",1.0,"[-300.81953957786834,-313.9108366009815,-366.4770331991283,-448.19191313490813,-454.75160906971837,-455.01454769979296,-445.13929938963764,-446.86304269115436,-455.0160725609174,-454.87099144746935,-448.9849528543441,-455.0189431786957,-455.0207435750815,-444.3931466688424,-455.01454769979296,-455.01889293448215]","[0.9999979368963572,2.063103642888172e-06,3.057116075126852e-29,9.930942862614516e-65,1.4065356224511116e-67,1.0813292220962629e-67,2.102440859367165e-63,3.750693571298956e-64,1.0796816017181556e-67,1.2482559011104542e-67,4.49342719202807e-65,1.0765866927929532e-67,1.0746501537942321e-67,4.433776502550917e-63,1.0813292220962629e-67,1.0766407864035588e-67]",0.0
229,1083689233553022977,infomoney,"Também no radar, Gol eleva projeções para 2019. https://t.co/scaMG3NBFn",1,"['também', 'no', 'radar,', 'gol', 'eleva', 'projeções', 'para', '2019.', 'https://t.co/scamg3nbfn']","['também', 'radar,', 'gol', 'eleva', 'projeções', 'para', '2019.', 'https://t.co/scamg3nbfn']","(65536,[7273,18757,22536,25678,25906,29111,29126,48179],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[7273,18757,22536,25678,25906,29111,29126,48179],[3.816542598370027,5.027632870464827,0.0,4.894101477840304,5.36410510708604,5.181783550292085,1.9204870095399322,6.280395838960195])",1.0,"[-294.0196438970104,-259.93437592419235,-293.1449512010793,-366.86426139657345,-367.26488921642533,-367.25125687255763,-367.28289934576264,-367.2737355491675,-367.2524830357521,-367.26588127401703,-365.2212108425622,-367.2547913416096,-365.19795637207875,-367.27655152050306,-367.25125687255763,-367.25475093950064]","[1.57382415010522e-15,0.9999999999999947,3.774247850784147e-15,3.6386542375885963e-47,2.4375320645418107e-47,2.4709888690309373e-47,2.3940247589097087e-47,2.416063941910715e-47,2.467960890203248e-47,2.43511509143865e-47,1.8815188683502913e-46,2.462270651556584e-47,1.925785294677488e-46,2.40926994544458e-47,2.4709888690309373e-47,2.4623701344933266e-47]",1.0
230,1083703073082613760,InvestingBrasil,Embraer dispara 9% com aval do governo para venda - https://t.co/MMEfgZZ9xT,1,"['embraer', 'dispara', '9%', 'com', 'aval', 'do', 'governo', 'para', 'venda', '-', 'https://t.co/mmefgzz9xt']","['embraer', 'dispara', '9%', 'com', 'aval', 'governo', 'para', 'venda', '-', 'https://t.co/mmefgzz9xt']","(65536,[8717,17409,29126,36912,37902,38962,45531,50425,63482,65200],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8717,17409,29126,36912,37902,38962,45531,50425,63482,65200],[1.9046388172999087,3.5395558150349937,1.9204870095399322,5.720780051024772,4.200954297280359,3.4181949580307265,1.314060803760519,5.027632870464827,5.87493073085203,0.0])",1.0,"[-294.3393522422895,-242.44571174558712,-292.5844037570188,-371.70197692116034,-372.1025397892306,-372.0887243996201,-372.1207917462046,-372.111504904448,-372.08996702689114,-372.1035451674898,-368.95655536651714,-372.09230632709296,-370.0354907966202,-365.18764826583083,-372.0887243996201,-372.0922653824923]","[2.903208899029799e-23,1.0,1.6789692012806041e-22,7.323476340088501e-57,4.906310614485686e-57,4.9745635923268697e-57,4.817573124119256e-57,4.8625215548059916e-57,4.968385903023048e-57,4.901380395243862e-57,1.1403514378824448e-55,4.956776940595507e-57,3.87670728958182e-56,4.941448473274774e-54,4.9745635923268697e-57,4.956979898002785e-57]",1.0
231,1083703114438463488,InvestingBrasil,BRF opera em queda após concluir venda de ativos na Argentina - https://t.co/u7AazFBvu8,-1,"['brf', 'opera', 'em', 'queda', 'após', 'concluir', 'venda', 'de', 'ativos', 'na', 'argentina', '-', 'https://t.co/u7aazfbvu8']","['brf', 'opera', 'em', 'queda', 'após', 'concluir', 'venda', 'de', 'ativos', 'na', 'argentina', '-', 'https://t.co/u7aazfbvu8']","(65536,[17409,24833,36449,38869,45531,46347,49598,52323,55291,58033,59675,60875,62767],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[17409,24833,36449,38869,45531,46347,49598,52323,55291,58033,59675,60875,62767],[3.5395558150349937,3.6777061535158113,0.44193679431211436,0.0,1.314060803760519,6.280395838960195,4.77631844218392,2.7763410718583317,3.7954891891721947,1.766792846497594,0.0,2.4249431850204433,4.83347685602387])",2.0,"[-315.04221328551245,-272.3668275777417,-267.4877431247487,-401.7115939882654,-401.83186207963377,-402.0968030730968,-401.8516141568068,-402.121455897451,-402.0981478313488,-401.9510987407113,-399.2272233062869,-400.3026340487889,-402.1022671473584,-401.9628010182518,-402.0968030730968,-402.1006350877712]","[2.2083410641626864e-21,0.007546588582933492,0.9924534114170666,5.058623521518756e-59,4.485393926294046e-59,3.441423968757996e-59,4.397667322784498e-59,3.3576203899235267e-59,3.4367991957751276e-59,3.981225404659984e-59,6.067095586314105e-58,2.06983576066219e-58,3.4226710529466756e-59,3.934907540847593e-59,3.441423968757996e-59,3.4282616168783515e-59]",2.0
232,1083715518786359297,ReutersBrasil,Bolsonaro diz que oficial da reserva da Marinha será novo gerente de inteligência e segurança da Petrobras https://t.co/66wHR1vkEd,0,"['bolsonaro', 'diz', 'que', 'oficial', 'da', 'reserva', 'da', 'marinha', 'será', 'novo', 'gerente', 'de', 'inteligência', 'e', 'segurança', 'da', 'petrobras', 'https://t.co/66whr1vked']","['bolsonaro', 'diz', 'que', 'oficial', 'da', 'reserva', 'da', 'marinha', 'será', 'novo', 'gerente', 'de', 'inteligência', 'e', 'segurança', 'da', 'petrobras', 'https://t.co/66whr1vked']","(65536,[1873,2756,6399,13028,16372,17222,21725,28851,36449,41904,46257,48164,50044,53819,62888,65422],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0])","(65536,[1873,2756,6399,13028,16372,17222,21725,28851,36449,41904,46257,48164,50044,53819,62888,65422],[0.0,3.492302930184448,5.87493073085203,0.0,0.0,1.5182219041624387,0.0,4.055772287435861,0.44193679431211436,3.3626251068759156,3.1478616663168246,3.2123429038265776,6.280395838960195,4.958639998977875,5.87493073085203,2.7394365149228808])",0.0,"[-343.5748897794433,-362.2708239627097,-413.1971821740979,-498.7761723475297,-505.33518913166637,-505.59621379361886,-495.72540805662686,-497.44786476981136,-505.5979108068905,-505.4547107933604,-500.673085494684,-505.6011055086172,-505.6031091642366,-494.97836410719844,-505.59621379361886,-505.60104959198605]","[0.9999999924062036,7.593796364126957e-09,5.79992786593347e-31,3.953114494770263e-68,5.602664245675365e-71,4.315518937017963e-71,8.353519489640561e-67,1.4921622352594364e-67,4.3082016546264396e-71,4.971494907339077e-71,5.9308983488575e-69,4.2944601969780434e-71,4.285864192264331e-71,1.7632202104107918e-66,4.315518937017963e-71,4.294700335438629e-71]",0.0
233,1083721737055944705,ReutersBrasil,ENFOQUE-Como o Santander Brasil acelerou crescimento com financiamento a veículos https://t.co/aLsDBvhoFX,1,"['enfoque-como', 'o', 'santander', 'brasil', 'acelerou', 'crescimento', 'com', 'financiamento', 'a', 'veículos', 'https://t.co/alsdbvhofx']","['enfoque-como', 'o', 'santander', 'brasil', 'acelerou', 'crescimento', 'com', 'financiamento', 'veículos', 'https://t.co/alsdbvhofx']","(65536,[8717,11763,20848,21451,28883,35492,38966,41961,53600,59525],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8717,11763,20848,21451,28883,35492,38966,41961,53600,59525],[1.9046388172999087,5.181783550292085,3.1340907069268296,0.0,0.0,3.1023420086122493,0.0,5.87493073085203,2.8626691553468286,0.0])",1.0,"[-166.58691249314109,-167.87702826929154,-198.90888215984592,-245.7899828337397,-251.6480732358461,-251.63881557047858,-246.20439356087354,-251.6540807418958,-251.6396482525655,-251.64874693783742,-251.6579909665213,-251.64121581302328,-247.77370684565435,-251.65599305576944,-251.63881557047858,-251.64118837612702]","[0.784166784847439,0.2158332151525539,7.197064126982181e-15,3.1401619301784336e-35,8.970480531429529e-38,9.053911832038479e-38,2.0747976722459518e-35,8.916751864603337e-38,9.046375939776035e-38,8.964439136111091e-38,8.88195344104769e-38,9.03220630734597e-38,4.3194818364266615e-36,8.899716529949636e-38,9.053911832038479e-38,9.032454126453109e-38]",0.0
234,1083794608012709888,infomoney,"Analistas veem um potencial de alta de 31,58% nos papéis de JBS. https://t.co/Ir3jnmdlCn",1,"['analistas', 'veem', 'um', 'potencial', 'de', 'alta', 'de', '31,58%', 'nos', 'papéis', 'de', 'jbs.', 'https://t.co/ir3jnmdlcn']","['analistas', 'veem', 'um', 'potencial', 'de', 'alta', 'de', '31,58%', 'nos', 'papéis', 'de', 'jbs.', 'https://t.co/ir3jnmdlcn']","(65536,[4347,5169,6884,8678,9861,11003,20394,33735,36449,36543,48897],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0])","(65536,[4347,5169,6884,8678,9861,11003,20394,33735,36449,36543,48897],[5.36410510708604,0.0,0.0,0.0,0.0,4.531195984150935,0.0,0.0,1.325810382936343,3.447182494903979,4.6709579265260945])",1.0,"[-164.25530458613974,-145.99397170169004,-158.252342335621,-221.06523813497316,-212.52236344088172,-221.4597077579249,-220.6388698100237,-221.4730899386495,-221.46043772694182,-220.98318443277387,-221.4765178289222,-221.46181192555184,-221.46267379655032,-220.98953672696487,-221.4597077579249,-221.46178787305385]","[1.1727402478385444e-08,0.9999952430650703,4.745207527232585e-06,2.4943717118005258e-33,1.279630290532982e-29,1.6812999191625472e-33,3.820591308818076e-33,1.6589503364042417e-33,1.6800730701487524e-33,2.7076756706825373e-33,1.6532733722472098e-33,1.677765901687939e-33,1.676320506876447e-33,2.690530232336585e-33,1.6812999191625472e-33,1.677806256634236e-33]",1.0
235,1084793802458583040,InvestingBrasil,Governo indica novos conselheiros para Petrobras; almirante deve comandar... - https://t.co/ZToTEL5VNs,1,"['governo', 'indica', 'novos', 'conselheiros', 'para', 'petrobras;', 'almirante', 'deve', 'comandar...', '-', 'https://t.co/ztotel5vns']","['governo', 'indica', 'novos', 'conselheiros', 'para', 'petrobras;', 'almirante', 'deve', 'comandar...', '-', 'https://t.co/ztotel5vns']","(65536,[2969,9243,29126,30847,31610,36733,37902,44120,45531,58478,60620],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2969,9243,29126,30847,31610,36733,37902,44120,45531,58478,60620],[0.0,0.0,1.9204870095399322,5.58724865840025,5.87493073085203,6.280395838960195,4.200954297280359,0.0,1.314060803760519,0.0,4.26549281841793])",1.0,"[-251.07569851996496,-236.69594051654403,-282.0592512774598,-333.1314584575377,-333.5325391782761,-333.52018319014616,-333.5488630728658,-333.54055725524177,-333.5212945513343,-326.4477094120413,-330.384991299739,-333.52338673739206,-331.46641622166993,-319.5306702142614,-333.52018319014616,-333.52335011801216]","[5.687877062310501e-07,0.9999994312122937,1.990509289125933e-20,1.3139730316171955e-42,8.798310973422846e-43,8.907697195136063e-43,8.655854160873985e-43,8.728047504255671e-43,8.897803025214435e-43,1.0502719834489554e-39,2.0481510529344206e-41,8.879206626127067e-43,6.945525448225546e-42,1.0600680257284824e-36,8.907697195136063e-43,8.879531783121192e-43]",1.0
236,1084795818140467200,InvestingBrasil,"Cyrela tem alta de quase 2% com lançamento de R$ 2,7 bi no 4º tri de 2018 - https://t.co/RTTcWGGXeZ",1,"['cyrela', 'tem', 'alta', 'de', 'quase', '2%', 'com', 'lançamento', 'de', 'r$', '2,7', 'bi', 'no', '4º', 'tri', 'de', '2018', '-', 'https://t.co/rttcwggxez']","['cyrela', 'tem', 'alta', 'de', 'quase', '2%', 'com', 'lançamento', 'de', 'r$', '2,7', 'bi', '4º', 'tri', 'de', '2018', '-', 'https://t.co/rttcwggxez']","(65536,[1203,6921,8055,8717,15488,18517,21643,28190,28514,36449,36543,37144,37832,45531,47590,65164],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[1203,6921,8055,8717,15488,18517,21643,28190,28514,36449,36543,37144,37832,45531,47590,65164],[5.268794927281715,2.9662098342876693,4.299394370093611,1.9046388172999087,4.170182638613605,0.0,4.48863636973214,4.083171261623976,4.958639998977875,1.325810382936343,3.447182494903979,2.4196661279195992,0.0,1.314060803760519,3.447182494903979,0.0])",1.0,"[-431.951043081947,-300.28939167248643,-333.33607552053434,-495.6134910041216,-495.17271462916136,-495.99388636274875,-495.197160672676,-496.02439778752927,-495.9955506949837,-495.5285071519119,-494.9297112452264,-495.99868387322914,-496.0006489425016,-495.54299040769666,-495.99388636274875,-495.998629033439]","[6.608019480250301e-58,0.9999999999999956,4.446390070562598e-15,1.4853249544458085e-85,2.3080660078353824e-85,1.0153549077984495e-85,2.2523270006872517e-85,9.84842833392261e-86,1.0136664253830977e-85,1.6170725151394528e-85,2.9429525077283627e-85,1.0104953980819509e-85,1.0085116543605013e-85,1.5938208268022183e-85,1.0153549077984495e-85,1.0105508149570428e-85]",1.0
237,1084799538488111104,InvestingBrasil,Sabesp salta com Meirelles sinalizando que venda pode render mais de R$ 10 bi - https://t.co/xvBypz1T6U,1,"['sabesp', 'salta', 'com', 'meirelles', 'sinalizando', 'que', 'venda', 'pode', 'render', 'mais', 'de', 'r$', '10', 'bi', '-', 'https://t.co/xvbypz1t6u']","['sabesp', 'salta', 'com', 'meirelles', 'sinalizando', 'que', 'venda', 'pode', 'render', 'mais', 'de', 'r$', '10', 'bi', '-', 'https://t.co/xvbypz1t6u']","(65536,[8717,16184,17409,36449,37144,41399,44834,45531,47590,48164,50405,53061,61217,61317,62466,62915],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8717,16184,17409,36449,37144,41399,44834,45531,47590,48164,50405,53061,61217,61317,62466,62915],[1.9046388172999087,4.531195984150935,3.5395558150349937,0.44193679431211436,2.4196661279195992,2.8383764627777843,0.0,1.314060803760519,3.447182494903979,3.2123429038265776,0.0,4.26549281841793,0.0,0.0,5.268794927281715,4.447814375211885])",1.0,"[-300.2160324449965,-266.9882498818149,-304.97832182161346,-417.4981245875077,-424.0582326210119,-424.32233261894567,-415.6419288392081,-419.72896204259456,-424.3237530206655,-424.17753048330377,-415.7125407492823,-424.3264269890445,-424.3281040507007,-419.57048088402087,-424.32233261894567,-424.32638018677113]","[3.709858856142182e-15,0.9999999999999962,3.170453511116301e-17,4.309153287992326e-66,6.100609458342578e-69,4.684638162226781e-69,2.7575761496186735e-65,4.629686104619611e-67,4.677988817612595e-69,5.414555634349074e-69,2.5695741303616847e-65,4.665496732600517e-69,4.657678964195228e-69,5.424741390818654e-67,4.684638162226781e-69,4.665715093563745e-69]",1.0
